Timestamp,Phase,Semi-finished,Series,Figure,Finished,Model,StampID,ItemID
1/30/2020 4:22,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,769194
1/30/2020 10:20,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,797475
1/30/2020 10:20,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,797474
1/30/2020 10:20,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,797473
1/30/2020 10:20,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,797472
1/30/2020 10:20,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,797471
1/30/2020 10:20,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,797470
1/31/2020 10:12,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,799765
1/31/2020 10:12,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,799766
1/31/2020 10:12,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,799767
1/31/2020 10:12,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,799768
1/31/2020 10:12,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,799769
1/31/2020 10:12,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,799770
2/2/2020 8:24,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,800613
2/2/2020 8:50,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,800615
2/2/2020 8:55,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,800614
2/2/2020 9:00,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,768424
2/2/2020 9:04,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,768765
2/2/2020 9:08,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,768421
2/2/2020 12:17,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,768422
2/2/2020 13:20,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,768423
2/3/2020 0:23,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,800610
2/3/2020 0:23,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,800614
2/3/2020 0:24,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,800611
2/3/2020 0:26,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,800615
2/3/2020 0:26,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,800612
2/3/2020 0:29,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,772723
2/3/2020 0:30,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,800613
2/3/2020 0:32,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,772722
2/3/2020 1:31,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,768421
2/3/2020 1:32,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,768762
2/3/2020 1:33,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,768765
2/3/2020 1:34,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,768424
2/3/2020 4:25,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,768425
2/3/2020 4:27,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,768426
2/3/2020 4:28,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,768422
2/3/2020 6:41,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,768423
2/3/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,801923
2/3/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,801924
2/3/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,801925
2/3/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,801926
2/3/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,801927
2/3/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,801928
